app_class,scenario,device,energy
TwoDCNSApps,Router_Only,cloud ,2265141.1741071427
TwoDCNSApps,Router_Only,proxy-server ,0.0
TwoDCNSApps,Router_Only,d-0 ,171292.63076714304
TwoDCNSApps,Router_Only,m-0-0 ,159494.7570000001
TwoDCNSApps,Router_Only,m-0-1 ,159494.7570000001
TwoDCNSApps,Router_Only,m-0-2 ,159494.7570000001
TwoDCNSApps,Router_Only,m-0-3 ,159494.7570000001
HighResTwoDCNSApps,Router_Only,cloud ,2265180.3482142845
HighResTwoDCNSApps,Router_Only,proxy-server ,0.0
HighResTwoDCNSApps,Router_Only,d-0 ,178004.31992
HighResTwoDCNSApps,Router_Only,m-0-0 ,160647.09699999972
HighResTwoDCNSApps,Router_Only,m-0-1 ,160647.09699999972
HighResTwoDCNSApps,Router_Only,m-0-2 ,160647.09699999972
HighResTwoDCNSApps,Router_Only,m-0-3 ,160647.09699999972
LowResTwoDCNSApps,Router_Only,cloud ,2265121.5870535714
LowResTwoDCNSApps,Router_Only,proxy-server ,0.0
LowResTwoDCNSApps,Router_Only,d-0 ,167784.64004714284
LowResTwoDCNSApps,Router_Only,m-0-0 ,158918.58700000023
LowResTwoDCNSApps,Router_Only,m-0-1 ,158918.58700000023
LowResTwoDCNSApps,Router_Only,m-0-2 ,158918.58700000023
LowResTwoDCNSApps,Router_Only,m-0-3 ,158918.58700000023
TwoDCNSApps,Router_Proxy,cloud ,2266088.035178571
TwoDCNSApps,Router_Proxy,proxy-server ,165885.22527057174
TwoDCNSApps,Router_Proxy,d-0 ,165828.49271285732
TwoDCNSApps,Router_Proxy,m-0-0 ,159494.7570000001
TwoDCNSApps,Router_Proxy,m-0-1 ,159494.7570000001
TwoDCNSApps,Router_Proxy,m-0-2 ,159494.7570000001
TwoDCNSApps,Router_Proxy,m-0-3 ,159494.7570000001
HighResTwoDCNSApps,Router_Proxy,cloud ,2266505.270357142
HighResTwoDCNSApps,Router_Proxy,proxy-server ,167786.91116142785
HighResTwoDCNSApps,Router_Proxy,d-0 ,168847.16543999992
HighResTwoDCNSApps,Router_Proxy,m-0-0 ,160647.09699999972
HighResTwoDCNSApps,Router_Proxy,m-0-1 ,160647.09699999972
HighResTwoDCNSApps,Router_Proxy,m-0-2 ,160647.09699999972
HighResTwoDCNSApps,Router_Proxy,m-0-3 ,160647.09699999972
LowResTwoDCNSApps,Router_Proxy,cloud ,2265879.4175892845
LowResTwoDCNSApps,Router_Proxy,proxy-server ,164184.6425845721
